Treatment/Control,Year,Array,Tube,z,Date,Length (cm),Width (cm),Volume (cm3),Set
Treatment,2,1,4,5,23/04/2018,0.790531628,0.047005988,0.001371876874654,10
Treatment,2,1,4,9,23/04/2018,1.579864583,0.023847931,0.000705684844942,10
Treatment,2,1,4,12,23/04/2018,1.077837393,0.017540028,0.00026043738468,10
Treatment,2,1,4,12,23/04/2018,0.385044635,0.035822388,0.000388069631391,10
Treatment,2,1,4,12,23/04/2018,0.207333479,0.031869449,0.000165389547666,10
Treatment,2,1,4,12,23/04/2018,0.351980622,0.043022763,0.000511687567712,10
Treatment,2,1,4,12,23/04/2018,0.879782029,0.044544972,0.001371077429662,10
Treatment,2,1,4,13,23/04/2018,0.047149806,0.028781468,3.06757583148278E-05,10
Treatment,2,1,4,13,23/04/2018,0.38557187,0.03520217,0.000375261256266,10
Treatment,2,1,4,13,23/04/2018,0.19653578,0.044008698,0.000298956624627,10
Treatment,2,1,4,13,23/04/2018,0.485701026,0.04720872,0.000850164538476,10
Treatment,2,1,4,13,23/04/2018,1.559473606,0.048730478,0.002908498781051,10
Treatment,2,1,4,13,23/04/2018,0.459007281,0.01505705,8.17313879780222E-05,10
Treatment,2,1,4,13,23/04/2018,0.666787727,0.027133483,0.00038555665476,10
Treatment,2,1,4,13,23/04/2018,0.120704375,0.028555976,7.73048145641062E-05,10
Treatment,2,1,4,13,23/04/2018,0.177600323,0.029758846,0.000123528007903,10
Treatment,2,1,4,13,23/04/2018,0.398630254,0.033500801,0.000351374429154,10
Treatment,2,1,4,13,23/04/2018,0.297847983,0.012472278,3.6389471057684E-05,10
Treatment,2,1,4,13,23/04/2018,1.90288917,0.024626065,0.000906343974479,10
Treatment,2,1,4,13,23/04/2018,0.671656069,0.029421152,0.000456620920657,10
Treatment,2,1,4,13,23/04/2018,1.389386939,0.040526662,0.001792232692519,10
Control,2,3,1,1,23/04/2018,0.53720531,0.0450532,0.000856408753301,10
Control,2,3,1,1,23/04/2018,0.547354754,0.068847618,0.002037681240055,10
Control,2,3,1,2,23/04/2018,0.3810478,0.037117725,0.000412317409568,10
Control,2,3,1,6,23/04/2018,0.351196262,0.019631232,0.000106300304946,10
Control,2,3,1,6,23/04/2018,0.207530958,0.034428254,0.00019319790031,10
Control,2,3,1,7,23/04/2018,1.477224539,0.065524185,0.004981260836626,10
Control,2,3,1,8,23/04/2018,1.098935774,0.034581709,0.001032178312667,10
Control,2,3,1,9,23/04/2018,0.354398941,0.02269072,0.000143310655824,10
Control,2,3,1,9,23/04/2018,0.277740949,0.022931431,0.000114707481273,10
Control,2,3,1,12,23/04/2018,0.607160844,0.044211794,0.000932115105726,10
Control,2,3,1,12,23/04/2018,0.390376496,0.044862908,0.000617089302874,10
Control,2,3,1,13,23/04/2018,0.719813358,0.055423292,0.001736577032019,10
Control,2,3,1,13,23/04/2018,0.95567946,0.053324622,0.002134309206161,10
Control,2,3,1,13,23/04/2018,0.230158577,0.052008999,0.000488960378316,10
Control,2,3,1,13,23/04/2018,1.088337067,0.058338493,0.002909131465908,10
Control,2,3,2,3,23/04/2018,0.310811032,0.159496127,0.006209923115158,10
Control,2,3,2,3,23/04/2018,1.34190614,0.029553289,0.000920498947112,10
Control,2,3,2,3,23/04/2018,0.413266025,0.208133385,0.01406056305902,10
Control,2,3,2,3,23/04/2018,0.19600568,0.251368073,0.009726988514008,10
Control,2,3,2,4,23/04/2018,0.492893229,0.018290839,0.000129511883895,10
Control,2,3,2,4,23/04/2018,0.990316286,0.150055489,0.01751326860661,10
Control,2,3,2,6,23/04/2018,0.254782199,0.024607393,0.000121168521002,10
Control,2,3,2,6,23/04/2018,0.08903603,0.014922298,1.55713662220973E-05,10
Control,2,3,2,6,23/04/2018,0.84596056,0.022480331,0.000335772429872,10
Control,2,3,2,7,23/04/2018,0.775980493,0.046807371,0.001335269154148,10
Control,2,3,3,1,23/04/2018,0.668559593,0.027239088,0.000389596247128,10
Control,2,3,3,4,23/04/2018,0.590041824,0.068684369,0.00218619117538,10
Control,2,3,3,4,23/04/2018,0.262693625,0.037643534,0.000292361260139,10
Control,2,3,3,12,23/04/2018,0.909739715,0.009316874,6.20221923190033E-05,10
Control,2,3,3,12,23/04/2018,0.425176806,0.032636984,0.000355696110937,10
Control,2,3,3,12,23/04/2018,0.606895956,0.079179992,0.002988372045784,10
Control,2,3,3,13,23/04/2018,0.174575929,0.00358503,1.76221731771874E-06,10
Control,2,3,3,13,23/04/2018,0.194392252,0.0041624,2.64518524383974E-06,10
Control,2,3,3,13,23/04/2018,1.412555527,0.009674606,0.000103839268,10
Control,2,3,3,13,23/04/2018,0.102168686,0.011300571,1.0247268102924E-05,10
Control,2,3,3,13,23/04/2018,0.138627062,0.014936927,2.42918197908613E-05,10
Control,2,3,3,13,23/04/2018,0.247804465,0.018507233,6.66625046695061E-05,10
Control,2,3,3,13,23/04/2018,0.631292972,0.055795691,0.001543553866366,10
Control,2,3,4,1,23/04/2018,0.628021184,0.017862502,0.000157379582441,10
Control,2,3,4,1,23/04/2018,0.694420762,0.030541379,0.000508732515455,10
Control,2,3,4,2,23/04/2018,0.346041464,0.007168648,1.39666473311689E-05,10
Control,2,3,4,2,23/04/2018,0.165890228,0.008653509,9.75651727766607E-06,10
Control,2,3,4,2,23/04/2018,0.541384119,0.013367349,7.59776051716674E-05,10
Control,2,3,4,2,23/04/2018,0.283912106,0.019107012,8.14064803994626E-05,10
Control,2,3,4,2,23/04/2018,0.465656523,0.0265137,0.000257096332527,10
Control,2,3,4,2,23/04/2018,1.170892097,0.040452729,0.00150488058554,10
Control,2,3,4,3,23/04/2018,0.119174916,0.011950056,1.33663937328343E-05,10
Control,2,3,4,3,23/04/2018,1.243851878,0.026478473,0.000684926631103,10
Control,2,3,4,3,23/04/2018,0.09612257,0.02748684,5.70380300011381E-05,10
Control,2,3,4,5,23/04/2018,0.220254496,0.022497956,8.75589254249121E-05,10
Control,2,3,4,5,23/04/2018,0.381572918,0.029184635,0.000255255782958,10
Control,2,3,4,6,23/04/2018,0.320327744,0.020606654,0.000106831426562,10
Control,2,3,4,7,23/04/2018,0.082055856,0.022164428,3.16600904071455E-05,10
Control,2,5,1,2,23/04/2018,0.182361115,0.005842702,4.88932859701661E-06,10
Control,2,5,1,2,23/04/2018,1.162724499,0.009741336,8.66569470351818E-05,10
Control,2,5,1,2,23/04/2018,0.632891559,0.009917475,4.88901136389749E-05,10
Control,2,5,1,2,23/04/2018,0.110137956,0.014701389,1.86957660685773E-05,10
Control,2,5,1,2,23/04/2018,1.092275069,0.020781977,0.000370506008457,10
Control,2,5,1,2,23/04/2018,0.171194154,0.03903534,0.000204877552611,10
Control,2,5,1,2,23/04/2018,1.454194845,0.055709946,0.003544684533413,10
Control,2,5,1,2,23/04/2018,0.908681518,0.041774741,0.001245457009935,10
Control,2,5,1,2,23/04/2018,1.189916007,0.048163011,0.002167869228896,10
Control,2,5,1,2,23/04/2018,0.348532505,0.025335308,0.0001757054283,10
Control,2,5,1,3,23/04/2018,1.150551201,0.050289675,0.002285352110873,10
Control,2,5,1,3,23/04/2018,0.418355864,0.006370319,1.33339166647383E-05,10
Control,2,5,1,3,23/04/2018,0.089322573,0.006485118,2.9504380801061E-06,10
Control,2,5,1,3,23/04/2018,0.942052878,0.007504071,4.16637795069957E-05,10
Control,2,5,1,4,23/04/2018,0.966381632,0.009969159,7.54319312068379E-05,10
Control,2,5,1,4,23/04/2018,0.867364141,0.012730659,0.000110406018555,10
Control,2,5,1,4,23/04/2018,0.630538847,0.014466996,0.000103647322032,10
Control,2,5,1,4,23/04/2018,0.129296412,0.007897588,6.33380860041394E-06,10
Control,2,5,1,4,23/04/2018,0.880303646,0.008714158,5.25016406642593E-05,10
Control,2,5,1,4,23/04/2018,0.322074711,0.009558481,2.3111274866381E-05,10
Control,2,5,1,4,23/04/2018,0.774889041,0.009778017,5.81876220629185E-05,10
Control,2,5,1,4,23/04/2018,0.153688996,0.013125198,2.07942861201515E-05,10
Control,2,5,1,4,23/04/2018,0.406260568,0.044137621,0.000621601463398,10
Control,2,5,1,5,23/04/2018,1.460300564,0.015691182,0.000282385951447,10
Control,2,5,1,6,23/04/2018,2.574616239,0.004035046,3.29229694414433E-05,10
Control,2,5,1,6,23/04/2018,0.412081298,0.008019774,2.0815971238546E-05,10
Control,2,5,1,6,23/04/2018,0.248659966,0.01718261,5.76598688453161E-05,10
Control,2,5,1,6,23/04/2018,0.3640325,0.017324027,8.58079203679168E-05,10
Control,2,5,1,11,23/04/2018,0.163898814,0.005572891,3.99784933512706E-06,10
Control,2,5,1,13,23/04/2018,1.219087272,0.263448125,0.066452991382481,10
Control,2,5,1,13,23/04/2018,0.867186401,0.31452494,0.067377074432539,10
Control,2,5,2,1,23/04/2018,0.510112581,0.030749975,0.000378830627474,10
Control,2,5,2,1,23/04/2018,0.912605349,0.051981341,0.001936722877656,10
Control,2,5,2,1,23/04/2018,0.398564703,0.011310887,4.00480778640679E-05,10
Control,2,5,2,1,23/04/2018,1.389641014,0.03573926,0.001394065725961,10
Control,2,5,2,1,23/04/2018,0.363460858,0.025859511,0.000190892022065,10
Control,2,5,2,2,23/04/2018,0.465881493,0.030336289,0.000336736256178,10
Control,2,5,2,3,23/04/2018,0.435915677,0.032559728,0.000362955631287,10
Control,2,5,2,3,23/04/2018,1.001471277,0.051334533,0.002072751525557,10
Control,2,5,2,3,23/04/2018,0.731637274,0.062474369,0.002242792495421,10
Control,2,5,2,4,23/04/2018,0.486386381,0.00239021,2.1824436472835E-06,10
Control,2,5,2,4,23/04/2018,0.698102317,0.010754603,6.34157832113336E-05,10
Control,2,5,2,4,23/04/2018,0.348244299,0.013147317,4.7276770170725E-05,10
Control,2,5,2,4,23/04/2018,0.104325963,0.019034612,2.96872502917042E-05,10
Control,2,5,2,4,23/04/2018,0.622072908,0.019138006,0.000178946898271,10
Control,2,5,2,13,23/04/2018,0.890148454,0.009198231,5.9150794250087E-05,10
Control,2,5,2,13,23/04/2018,1.372694596,0.012846302,0.000177917920332,10
Control,2,5,2,13,23/04/2018,1.158993737,0.02259499,0.000464723795617,10
Control,2,5,3,3,23/04/2018,0.518003152,0.022948535,0.00021425543578,10
Control,2,5,3,3,23/04/2018,0.291117351,0.026185352,0.000156774143929,10
Control,2,5,3,3,23/04/2018,0.429419219,0.026531626,0.000237409845635,10
Control,2,5,3,3,23/04/2018,0.297934397,0.0268581,0.000168795449175,10
Control,2,5,3,3,23/04/2018,0.73556435,0.035499562,0.000728041568063,10
Control,2,5,3,3,23/04/2018,0.186432083,0.015921088,3.71155287675219E-05,10
Control,2,5,3,3,23/04/2018,0.592327827,0.015966691,0.000118599126807,10
Control,2,5,3,3,23/04/2018,0.636366579,0.025307955,0.000320118655926,10
Control,2,5,3,3,23/04/2018,1.731959028,0.025343305,0.000873682484165,10
Control,2,5,3,4,23/04/2018,1.014432407,0.010980368,9.60608488847951E-05,10
Control,2,5,3,4,23/04/2018,0.118220298,0.018826012,3.29077528281477E-05,10
Control,2,5,3,4,23/04/2018,1.354504196,0.029244981,0.000909855775827,10
Control,2,5,3,4,23/04/2018,0.410254269,0.034565219,0.000384965002432,10
Control,2,5,3,4,23/04/2018,0.740264692,0.038258476,0.000851004550849,10
Control,2,5,3,5,23/04/2018,0.970175715,0.01519066,0.000175830090923,10
Control,2,5,3,5,23/04/2018,0.217775779,0.021462866,7.8790620140076E-05,10
Control,2,5,3,5,23/04/2018,0.683174924,0.022121401,0.000262570957852,10
Control,2,5,3,5,23/04/2018,0.573928463,0.023061543,0.000239730891958,10
Control,2,5,3,5,23/04/2018,0.378935698,0.019880751,0.000117630679772,10
Control,2,5,3,5,23/04/2018,0.661376538,0.037792727,0.000741916038552,10
Control,2,5,3,5,23/04/2018,0.986487424,0.040780871,0.001288528598739,10
Control,2,5,3,5,23/04/2018,0.307940232,0.074865235,0.001355552466288,10
Control,2,5,3,6,23/04/2018,0.247560005,0.049561762,0.000477599070621,10
Control,2,5,3,6,23/04/2018,1.906861557,0.071534953,0.007663819544955,10
Control,2,5,3,6,23/04/2018,0.709768818,0.010113703,5.70199486901186E-05,10
Control,2,5,3,6,23/04/2018,0.188513471,0.019205857,5.46134090068222E-05,10
Control,2,5,3,6,23/04/2018,0.233842334,0.035831058,0.000235793547029,10
Control,2,5,3,7,23/04/2018,0.018345793,0.011332248,1.85036814817552E-06,10
Control,2,5,3,7,23/04/2018,0.826016163,0.017909156,0.000208079022436,10
Control,2,5,3,7,23/04/2018,0.942164022,0.020300611,0.000304953940288,10
Control,2,5,3,7,23/04/2018,1.7555491,0.033753394,0.001570859680989,10
Control,2,5,3,7,23/04/2018,0.572806522,0.04689164,0.000989209578588,10
Control,2,5,3,7,23/04/2018,0.092244163,0.025416865,4.6802857952702E-05,10
Control,2,5,3,7,23/04/2018,1.234978429,0.039002339,0.001475469349157,10
Control,2,5,3,7,23/04/2018,0.185850448,0.044809174,0.000293080553794,10
Control,2,5,3,8,23/04/2018,1.036653943,0.056562228,0.002604811704145,10
Control,2,5,3,8,23/04/2018,0.511409439,0.05815572,0.001358448341197,10
Control,2,5,3,8,23/04/2018,1.446252443,0.02458871,0.000686760186511,10
Control,2,5,3,8,23/04/2018,0.306534347,0.041198029,0.000408621803722,10
Control,2,5,3,8,23/04/2018,0.243100792,0.043759746,0.000365616235983,10
Control,2,5,3,8,23/04/2018,0.762853762,0.052603615,0.00165791395813,10
Control,2,5,3,8,23/04/2018,0.81885987,0.063097171,0.002560465204021,10
Control,2,5,3,9,23/04/2018,0.92509514,0.056699144,0.002335763773779,10
Control,2,5,3,10,23/04/2018,0.828430587,0.044181336,0.001270057339736,10
Control,2,5,3,10,23/04/2018,0.599308046,0.022696168,0.000242462566484,10
Control,2,5,3,10,23/04/2018,0.033757644,0.00526736,7.35610036916803E-07,10
Control,2,5,3,10,23/04/2018,0.350884257,0.016347277,7.36451652854869E-05,10
Control,2,5,3,10,23/04/2018,0.290183623,0.026998923,0.000166132765205,10
Control,2,5,3,12,23/04/2018,0.458648752,0.029121342,0.000305486835756,10
Control,2,5,4,2,23/04/2018,1.645656327,0.093504595,0.011300419485625,10
Control,2,5,4,2,23/04/2018,0.93327962,0.006466731,3.06528519971988E-05,10
Control,2,5,4,2,23/04/2018,0.741574085,0.009125626,4.85030881795027E-05,10
Control,2,5,4,2,23/04/2018,0.367689325,0.009311622,2.50392439456657E-05,10
Control,2,5,4,2,23/04/2018,0.145114312,0.014339518,2.34352110290177E-05,10
Control,2,5,4,2,23/04/2018,0.116703029,0.018642822,3.18562718428915E-05,10
Control,2,5,4,2,23/04/2018,0.112492426,0.018666592,3.07852629595647E-05,10
Control,2,5,4,2,23/04/2018,0.542601565,0.020540242,0.000179796680234,10
Control,2,5,4,2,23/04/2018,0.145426909,0.022012906,5.53463577642073E-05,10
Control,2,5,4,2,23/04/2018,0.778761632,0.023275732,0.000331360515473,10
Control,2,5,4,3,23/04/2018,1.417588679,0.020595085,0.000472244521307,10
Control,2,5,4,4,23/04/2018,0.297956643,0.005599189,7.33656621734099E-06,10
Control,2,5,4,4,23/04/2018,1.539455837,0.014456782,0.000252696957783,10
Control,2,5,4,4,23/04/2018,0.39290723,0.020956411,0.000135523106961,10
Control,2,5,4,4,23/04/2018,0.875823165,0.030263019,0.000629985340025,10
Control,2,5,4,4,23/04/2018,0.75614899,0.033608591,0.000670806870529,10
Control,2,5,4,4,23/04/2018,0.177316859,0.035851378,0.00017899926605,10
Control,2,5,4,4,23/04/2018,1.368655105,0.03636574,0.001421570475091,10
Control,2,5,4,4,23/04/2018,0.905940297,0.03854974,0.001057382209184,10
Control,2,5,4,4,23/04/2018,0.906737162,0.045204262,0.001455223490816,10
Control,2,5,4,4,23/04/2018,1.212699303,0.064455608,0.003956981877719,10
Control,2,5,4,4,23/04/2018,1.665040459,0.181657221,0.043153858934066,10
Control,2,5,4,4,23/04/2018,1.984458697,0.236934857,0.087496260740505,10
Control,2,5,4,5,23/04/2018,1.793410484,0.020389295,0.000585563014232,10
Control,2,5,4,7,23/04/2018,1.751990348,0.124137681,0.021204521665153,10
Control,2,5,4,8,23/04/2018,0.758927165,0.014984174,0.000133830539228,10
Control,2,5,4,8,23/04/2018,1.254071363,0.065791676,0.004263376284863,10
Control,2,5,4,10,23/04/2018,1.008760029,0.03256729,0.000840312110942,10
Control,2,5,4,10,23/04/2018,0.928057548,0.128901212,0.012110955921295,10
Control,2,5,4,11,23/04/2018,1.336250982,0.030144266,0.000953645532944,10
Control,2,5,4,11,23/04/2018,0.745264053,0.027992205,0.000458642090826,10
Control,2,5,4,11,23/04/2018,0.298987399,0.030303513,0.000215639519548,10
Control,2,5,4,12,23/04/2018,0.172558625,0.02392749,7.75926300585588E-05,10
Control,2,5,4,12,23/04/2018,0.329241026,0.035935861,0.000333933177826,10
Control,2,5,4,12,23/04/2018,0.575563666,0.037050076,0.000620527582959,10
Control,2,5,4,12,23/04/2018,0.823083848,0.041026167,0.001088066604351,10
Control,2,2,1,1,25/04/2018,0.315346451,0.00411319,4.19020243375816E-06,10
Control,2,2,1,1,25/04/2018,0.198229527,0.005342087,4.44303538815701E-06,10
Control,2,2,1,1,25/04/2018,0.282497752,0.00537326,6.40590099141012E-06,10
Control,2,2,1,1,25/04/2018,0.180485811,0.019120499,5.18240111492646E-05,10
Control,2,2,1,1,25/04/2018,1.305107526,0.037642921,0.001452454181262,10
Control,2,2,1,1,25/04/2018,0.508517607,0.030777816,0.000378330284565,10
Control,2,2,1,1,25/04/2018,0.615431315,0.062752382,0.001903397684597,10
Control,2,2,1,1,25/04/2018,0.656945826,0.059274316,0.001812809524791,10
Control,2,2,1,1,25/04/2018,0.814692607,0.115326843,0.008510284857994,10
Control,2,2,1,2,25/04/2018,1.644040971,0.078549241,0.007966840761821,10
Control,2,2,1,2,25/04/2018,1.05899128,0.091113134,0.006904684979358,10
Control,2,2,1,2,25/04/2018,0.106898286,0.019421402,3.16680565510054E-05,10
Control,2,2,1,2,25/04/2018,0.799333653,0.028587336,0.00051305625244,10
Control,2,2,1,2,25/04/2018,1.805573477,0.081890261,0.00950975200714,10
Control,2,2,1,2,25/04/2018,0.777101841,0.015853575,0.000153398769324,10
Control,2,2,1,2,25/04/2018,0.532366073,0.018587512,0.000144458269823,10
Control,2,2,1,2,25/04/2018,0.37466003,0.026457266,0.00020597608799,10
Control,2,2,1,2,25/04/2018,0.271746103,0.03133022,0.000209497926203,10
Control,2,2,1,2,25/04/2018,0.598254084,0.038307671,0.000689519708859,10
Control,2,2,1,2,25/04/2018,1.347206241,0.041796354,0.001848418890426,10
Control,2,2,1,2,25/04/2018,0.261686336,0.00678551,9.46314622161652E-06,10
Control,2,2,1,2,25/04/2018,0.523946516,0.016626722,0.000113760041601,10
Control,2,2,1,2,25/04/2018,0.231379559,0.016722186,5.08160148167613E-05,10
Control,2,2,1,2,25/04/2018,0.243999748,0.019602077,7.36347936330873E-05,10
Control,2,2,1,2,25/04/2018,0.331910231,0.07050508,0.001295838782303,10
Control,2,2,1,2,25/04/2018,1.77830219,0.164654065,0.03786517706851,10
Control,2,2,1,2,25/04/2018,0.501520337,0.0243453,0.000233457765476,10
Control,2,2,1,2,25/04/2018,0.134024533,0.039594055,0.000165018935483,10
Control,2,2,1,2,25/04/2018,0.055882113,0.045386067,9.04081189964642E-05,10
Control,2,2,1,2,25/04/2018,1.246770247,0.058301666,0.00332841809566,10
Control,2,2,1,2,25/04/2018,1.284663192,0.196340961,0.038895612977138,10
Control,2,2,1,2,25/04/2018,1.271279055,0.027879281,0.000776056864559,10
Control,2,2,1,2,25/04/2018,1.205184961,0.08502137,0.006842257521373,10
Control,2,2,1,2,25/04/2018,0.359406574,0.009870691,2.75024031771788E-05,10
Control,2,2,1,2,25/04/2018,0.084336416,0.023886568,3.77930694904103E-05,10
Control,2,2,1,2,25/04/2018,0.25855477,0.026850436,0.000146401239375,10
Control,2,2,1,2,25/04/2018,0.465913507,0.028084361,0.000288618329879,10
Control,2,2,1,2,25/04/2018,0.228394629,0.04539236,0.000369607628976,10
Control,2,2,1,3,25/04/2018,0.283318332,0.019656369,8.59747226597064E-05,10
Control,2,2,1,3,25/04/2018,0.232924376,0.022012431,8.86421886295244E-05,10
Control,2,2,1,3,25/04/2018,0.293705845,0.022634188,0.000118176722634,10
Control,2,2,1,3,25/04/2018,0.263630184,0.032194976,0.000214615388413,10
Control,2,2,1,3,25/04/2018,0.434102735,0.065653058,0.001469575678157,10
Control,2,2,1,3,25/04/2018,0.142923463,0.007581535,6.45219275972336E-06,10
Control,2,2,1,3,25/04/2018,0.077509927,0.007760553,3.66633530487012E-06,10
Control,2,2,1,3,25/04/2018,0.237997938,0.00776695,1.1276224862025E-05,10
Control,2,2,1,3,25/04/2018,0.218056674,0.01849077,5.85556614642052E-05,10
Control,2,2,1,3,25/04/2018,0.5156739,0.021156571,0.000181282225841,10
Control,2,2,1,3,25/04/2018,0.698103446,0.039649424,0.000861951959808,10
Control,2,2,1,4,25/04/2018,0.314443466,0.008753236,1.89221013763774E-05,10
Control,2,2,1,4,25/04/2018,1.492257909,0.015540589,0.000283053385441,10
Control,2,2,1,4,25/04/2018,0.400796672,0.016568315,8.64112538619678E-05,10
Control,2,2,1,4,25/04/2018,0.233716087,0.01254344,2.88809473331872E-05,10
Control,2,2,1,4,25/04/2018,0.679164426,0.040459711,0.000873192500486,10
Control,2,2,1,4,25/04/2018,0.459298536,0.053681993,0.001039541514763,10
Control,2,2,1,4,25/04/2018,0.796021354,0.069112961,0.002986298611805,10
Control,2,2,1,5,25/04/2018,0.306283659,0.02251595,0.000121953394293,10
Control,2,2,1,5,25/04/2018,0.39162364,0.023046696,0.000163371298439,10
Control,2,2,1,5,25/04/2018,0.09038754,0.024066105,4.11158900143912E-05,10
Control,2,2,1,5,25/04/2018,0.013607413,0.026957694,7.76659322133533E-06,10
Control,2,2,1,5,25/04/2018,0.652493547,0.032379297,0.000537279866136,10
Control,2,2,1,5,25/04/2018,0.037497378,0.032958846,3.1991485721706E-05,10
Control,2,2,1,5,25/04/2018,1.328614317,0.052425731,0.002867988675384,10
Control,2,2,1,5,25/04/2018,0.69316241,0.023286437,0.000295209686885,10
Control,2,2,1,5,25/04/2018,0.959082718,0.089752026,0.006067839734523,10
Control,2,2,1,5,25/04/2018,0.239740049,0.0027885,1.46410222942749E-06,10
Control,2,2,1,5,25/04/2018,0.692384402,0.008351651,3.79298797138189E-05,10
Control,2,2,1,5,25/04/2018,0.246374866,0.010340737,2.0691353525809E-05,10
Control,2,2,1,5,25/04/2018,0.321334109,0.016290222,6.69730916763558E-05,10
Control,2,2,1,6,25/04/2018,0.144940419,0.002390421,6.50470818416476E-07,10
Control,2,2,1,6,25/04/2018,0.386511752,0.05674064,0.00097732875766,10
Control,2,2,1,6,25/04/2018,0.751067817,0.006568436,2.5450282823656E-05,10
Control,2,2,1,6,25/04/2018,0.770930035,0.009400817,5.35100895333447E-05,10
Control,2,2,1,6,25/04/2018,1.027912303,0.019846722,0.000317997094202,10
Control,2,2,1,6,25/04/2018,0.913468189,0.008217074,4.8441472775642E-05,10
Control,2,2,1,7,25/04/2018,0.335743667,0.038097231,0.00038272265126,10
Control,2,2,1,7,25/04/2018,0.372663391,0.030556632,0.000273285892879,10
Control,2,2,1,7,25/04/2018,0.540314263,0.019458624,0.000160679399156,10
Control,2,2,1,7,25/04/2018,1.248376399,0.012851765,0.000161942416492,10
Control,2,2,1,8,25/04/2018,0.780718777,0.034742818,0.000740140589671,10
Control,2,2,1,8,25/04/2018,0.251746335,0.040039433,0.00031697755327,10
Control,2,2,1,8,25/04/2018,0.987483739,0.045596114,0.001612408685741,10
Control,2,2,1,8,25/04/2018,0.348694606,0.048333332,0.000639776398583,10
